customer_unique_id,total_orders,total_spend,avg_order_value,avg_payment_installments,avg_review_score,category_diversity,recency_days,most_common_category,customer_city,customer_state,review_comment_message
22bb83338a60abd1ad822a4574e71319,1,117.85,117.85,2.0,4.0,1,342,bed_bath_table,londrina,PR,"Achei o tecido um pouco fino, mas acho que atendeu em parte minha expectativa "
22bc1f4a73ed16de8a871308aee98a94,1,133.25,133.25,4.0,5.0,1,174,bed_bath_table,ararangua,SC,Recomendo.... tudo ok!
22bc71854eea9371852354dfc4a34f54,1,78.2,78.2,1.0,5.0,1,118,food,rio de janeiro,RJ,
22bd83fb23816db2bfa58db4952be636,1,54.28,54.28,1.0,5.0,1,104,garden_tools,sao jose dos campos,SP,
22be41ad7d58c7774c6e036348a042d0,1,141.06,141.06,1.0,3.0,1,485,toys,nao-me-toque,RS,
22be6b0c4ec4b916766bdacf188dcdad,1,154.16,77.08,2.0,5.0,1,86,health_beauty,sao paulo,SP,
22bf3d5c09574b91c57f4bba714b406f,1,43.27,43.27,1.0,5.0,1,178,sports_leisure,sao paulo,SP,
22bffb1eecedea376bda8a313caadb25,1,56.62,56.62,1.0,5.0,1,570,furniture_decor,nova iguacu,RJ,
22c0526367f8c30fcefa6acd45956e47,1,59.95,59.95,1.0,5.0,1,487,bed_bath_table,sao leopoldo,RS,
22c05efd13a78e3d82eca52589e0313c,1,163.79,163.79,3.0,5.0,1,218,watches_gifts,caete,MG,
22c06071db2334723b044af55873ee8b,1,246.26,246.26,10.0,1.0,1,211,watches_gifts,rio de janeiro,RJ,"O produto é muito leve, e pequeno, muito sensível! Confesso que fiquei em dúvida se é original. Ñ veio em caixa, e sim em um saquinho plástico e uma capa de veludo com a marca impressa."
22c2155762f4b698b0d96fe900863bdb,1,58.9,58.9,4.0,5.0,1,36,fashion_male_clothing,queiroz,SP,Top!
22c2b62e32db92882cd409bc993d9749,1,68.82,68.82,6.0,4.0,0,379,,rio de janeiro,RJ,"Prefiro , comprar como era antes , do processo de lojas parceiras é muito ruim as mercadorias não chegam em 1 só dia . Acaba nos prejudicando , tendo que "
22c31e2da26496380778b5052bd4623b,1,95.37,95.37,8.0,1.0,1,161,health_beauty,alvorada,RS,"novamente propaganda enganosa! comprei tesouras de outro modelo, outra cor, é o fim da irresponsabilidade tercerizar empresas onde não tem controle nenhum, é um desrespeito isso."
22c3483b1bb4c5986da4537ba5b43906,1,3064.95,612.99,10.0,3.0,1,12,garden_tools,itajuba,MG,entrega rapida | entrega rapida | entrega rapida | entrega rapida | entrega rapida
22c53c9a890d5b213d4ddaa7bd306b47,1,76.49,76.49,3.0,1.0,1,167,perfumery,congonhas,MG,quero meu produto.Mais de um mes que foi pedido
22c61e08d36892044a2ae55337461169,1,178.23,178.23,3.0,5.0,1,52,bed_bath_table,santana de parnaiba,SP,
22c6b5d20f47599d2ea16056e975ad4a,1,294.58,294.58,5.0,5.0,1,209,musical_instruments,sorocaba,SP,
22c739518f5240ffd2f80e0087aebe26,1,618.6,618.6,10.0,3.0,1,498,sports_leisure,rio branco,AC,
22c74adc2265375db611c05482fa9b7b,1,757.6800000000001,189.42000000000002,6.0,5.0,1,309,housewares,bezerros,PE,Chegou antes do prazo e a mercadoria é de excelente qualidade | Chegou antes do prazo e a mercadoria é de excelente qualidade | Chegou antes do prazo e a mercadoria é de excelente qualidade | Chegou antes do prazo e a mercadoria é de excelente qualidade
22c84aa3c94faa9b0533e5b95f440d57,1,86.15,86.15,1.0,5.0,1,334,telephony,muzambinho,MG,
22c8f0da92fc35d9921a3fae60ef0470,1,149.77,149.77,2.0,1.0,1,171,bed_bath_table,caxias do sul,RS,O produto entregue foi muito inferior ao da foto demonstrativa do anúncio. DEVOLVI
22cad44d0b2143de8b14473e32e1c3b2,1,88.37,88.37,1.0,5.0,1,271,sports_leisure,sao bernardo do campo,SP,
22cc1662504bdaccefb1b8cb9debcf62,1,473.43,473.43,9.0,5.0,1,146,furniture_decor,salvador,BA,
22cc26ccf404f3ebe60d6457f14179a5,1,99.14,99.14,1.0,5.0,1,178,computers_accessories,cabo frio,RJ,Muito bom
22cd36d49a980277b8a143d1beb48fc0,1,282.16,141.08,1.0,5.0,1,226,luggage_accessories,guarulhos,SP,
22cdbb2cacc76cc791130127e8b9eb02,1,413.44,206.72,1.0,5.0,1,154,computers_accessories,londrina,PR,
22ce44b71e3154c6674488a851b3abe1,1,45.95,45.95,4.0,5.0,1,481,telephony,santana de parnaiba,SP,
22ce86f75ea5b71c42d8c71a4667232a,1,130.33,130.33,1.0,5.0,1,253,perfumery,jaboticabal,SP,
22d06b0463d386772d188dca830cbada,1,27.6,27.6,2.0,5.0,1,340,food,sao paulo,SP,
22d09ea35094420d87fca33b10f932d3,1,46.39,46.39,4.0,4.0,1,483,telephony,aracaju,SE,"Foi entregue dentro do prazo e em perfeito estado.
Produto atendendo as expectativas."
22d25d2c2d5870dca824f5cc6294bb1f,1,65.88,65.88,2.0,1.0,1,159,health_beauty,guaruja do sul,SC,
22d2877b9ca5e488deee37db9028f56f,1,236.0,118.0,6.0,5.0,1,233,perfumery,curitiba,PR,Mto bom! | Mto bom!
22d296a5c91c1d3c2404b47e64168707,1,72.42,72.42,2.0,5.0,1,324,health_beauty,assis,SP,Deu tudo certo.
22d33583765014745d75a54d650d158d,1,64.02,64.02,1.0,5.0,1,64,health_beauty,sete lagoas,MG,
22d3603496369abf02985be067ea26d9,1,125.9,125.9,1.0,5.0,1,308,furniture_decor,sao paulo,SP,
22d373cb10cd0f6e1925e4e0833994e3,1,44.38,44.38,2.0,5.0,1,131,housewares,rio de janeiro,RJ,
22d3cfebd5ec975761dbc407b82ec0b0,1,224.74,224.74,4.0,3.0,1,13,telephony,guarulhos,SP,
22d47c0d3a0a3d5667b73a5f1d8bb20a,1,364.99,364.99,5.0,5.0,1,270,watches_gifts,brasilia,DF,
22d4b7698f19293a194d173a87079c8a,1,270.1,270.1,1.0,5.0,1,434,cool_stuff,itapira,SP,ADOREI :)
22d5281d79e54f3fe69b327fab808a26,1,488.15,488.15,8.0,3.0,1,164,audio,pelotas,RS,"Produto de qualidade, entrega muito demorada"
22d55b80911feb50b4972eb10edce653,1,57.99,57.99,1.0,5.0,1,23,baby,cajamar,SP,
22d58ff974f5b038be39be8df0434e35,1,61.78,30.89,2.5,5.0,1,242,furniture_decor,sao roque,SP,Tudo foi entregue em perfeito estado !Antes do prazo de entrega !  | Tudo foi entregue em perfeito estado !Antes do prazo de entrega ! 
22d59fb14a6f83c307282e983523cbb4,1,92.97,92.97,5.0,5.0,1,418,computers_accessories,barroso,MG,Entrega antes do prazo
22d64c509a1b9ce57345c62df274e772,1,224.02,112.01,5.0,4.0,1,414,sports_leisure,sao paulo,SP,"Obrigado , estou super grato... | Obrigado , estou super grato..."
22d6b22d92436243002afc285267cd48,1,30.0,30.0,1.0,3.0,1,220,telephony,rio de janeiro,RJ,Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito
22d75e219121547b55f0496759d32929,1,67.56,67.56,1.0,5.0,1,241,garden_tools,canoas,RS,O pedido chegou antes do previsto e o produto é de otima qualidade.
22d91a4686e0a3b3b9ad164def2d121c,1,64.24,64.24,1.0,4.0,1,244,housewares,limeira,SP,
22d9294df64909d5f8d4a23809b1d8aa,1,286.96,143.48,10.0,3.0,1,53,sports_leisure,sao paulo,SP,Faltou o picolitano de cromo no pedido. Na caixa só veio o Whey Protein  | Faltou o picolitano de cromo no pedido. Na caixa só veio o Whey Protein 
22daa0fcc20de39e50c5dfc10c0c953b,1,397.36,198.68,1.0,5.0,1,192,computers_accessories,tubarao,SC,atrazo por culpa do correio. loja honrou compromisso recomendo | atrazo por culpa do correio. loja honrou compromisso recomendo
22dab429c0bfcf456d9a05f9e2b509ee,1,32.96,32.96,3.0,5.0,1,554,computers_accessories,votuporanga,SP,Sou cliente de muito tempo da lannister.
22dbae7e4d884fa06a81186305fbef4e,1,76.18,38.09,1.5,5.0,1,188,luggage_accessories,bombinhas,SC,
22dbde006daf8ad7c9335c2c286d2ab9,1,1522.88,380.72,8.0,5.0,1,316,housewares,caraguatatuba,SP,"Parabéns,CHEGOU muito bem embalado...recomendo. | Parabéns,CHEGOU muito bem embalado...recomendo. | Parabéns,CHEGOU muito bem embalado...recomendo. | Parabéns,CHEGOU muito bem embalado...recomendo."
22dc17f16208988e3f1f57da92c92470,1,77.86,77.86,3.0,5.0,1,110,perfumery,cabo frio,RJ,Muito grande. Muito bom
22dde33dda11551ecfd0973eeeab36f6,1,71.04,71.04,2.0,5.0,1,188,perfumery,curitiba,PR,
22e0898113b8495471e089b22918f7d1,1,157.22,157.22,4.0,1.0,1,278,toys,taubate,SP,Ate a data de hoje nao foi entregue pois fui ate uma das lojas de vcs pea pedir uma solução nem o atebtende sobre me responder fizeram pra mim eu de bobo eu confiei na lojas aguardo resposta
22e0fc8130c88be1e1fb7b144191654b,1,109.5,109.5,2.0,5.0,1,181,furniture_decor,atibaia,SP,
22e16e7154401d6eb4f7ba788b3edb7e,1,594.46,594.46,1.0,5.0,1,692,auto,fortaleza,CE,
22e1c4c08868ded996e4a74392f2cea9,1,198.9,198.9,10.0,5.0,1,232,office_furniture,guacui,ES,bom.
22e1c91dcd5b19577d6db6257ee8b647,1,167.05,167.05,3.0,1.0,1,152,toys,araguari,MG,
22e2a6909c8debb64e8560df49a25260,1,735.36,245.12,1.0,4.0,2,38,auto,catalao,GO,
22e3532b0ba6ea86eeb245602282ffa1,1,397.53,397.53,1.0,,1,314,toys,porto alegre,RS,
22e35adb0223a13bf4d54950a468551e,1,134.39,134.39,1.0,1.0,0,146,,sao paulo,SP,"Embalagem aberta. Demora de mais de 1 mês pra receber a mercadoria. Não comprem nessa loja.lannister FAVOR POSTAR O COMENTÁRIO NEGATIVO, POIS QUANDO EU RECOMENDO A LOJA VOCÊS POSTAM, DO CONTRÁRIO NÃO"
22e38ff4e27e7377d727eee723e12b00,1,94.5,94.5,1.0,5.0,1,112,furniture_decor,nova friburgo,RJ,
22e65df7874ccac60db894fae4901f50,1,142.54,142.54,2.0,3.0,1,141,fashion_bags_accessories,salvador,BA,"As informações da descrição do produto eram poucas e me levaram a idealizar um produto um pouco diferente do que comprei, não satisfazendo totalmente as minhas necessidades. "
22e6e7320892b9a9e3a106ead4ac11cd,1,50.64,50.64,1.0,5.0,0,29,,indaial,SC,
22e723bf3b9797bc5f50e36bc66fa851,1,202.68,202.68,3.0,5.0,1,277,stationery,caxias do sul,RS,
22e8b5bc5e81dfa4a832da8f0b1452da,1,238.48,119.24,3.0,5.0,1,5,watches_gifts,sao paulo,SP,
22e968b0b5052b75b8b34f2c798192b7,1,127.17,127.17,1.0,4.0,1,230,stationery,lucena,PB,
22ea0db15bbece729a39dccd60acea9f,1,158.65,158.65,3.0,5.0,0,344,,criciuma,SC,"Deu tudo certo. Apenas uma ressalva, a transportadora escolhida. Mercadoria veio pelo correio, na minha opinião, a pior escolha para envio de mercadorias hoje em dia. Qualquer transportadora é melhor."
22eb525ae51d50702a0529b1aab62316,1,180.76,180.76,1.0,1.0,1,124,health_beauty,lagoa,PB,"demora, paguei um absurdo no frete ainda não chego, eu reclamei para correio para a lojas amiricanas, o correio falo q não pode faser bada q eu tenho q esperar, ja passo do prazo de entrega"
22eecffbc2e4e56747eb329d96051962,1,3557.12,889.28,6.0,1.0,1,65,computers_accessories,niteroi,RJ,
22ef5b7c597d6e1789a2c0ee5cf00878,1,73.34,73.34,3.0,3.0,1,341,health_beauty,sao paulo,SP,"Produto muito barulhento e a velocidade dele ocila muito e trava tb
Nao recomendo ou o meu veio com defeito "
22f05da842a3f31856aeb242207abb0c,1,147.29,147.29,3.0,1.0,1,275,bed_bath_table,jandira,SP,"Até hj dia 17/12 o produto ainda não foi entregue era p ser entregue no dia 15 mas até agora nada ,foi minha primeira compra tanto no stark,como na loja parceira targaryen."
22f0a2eef66bad5348fa0a1424a2f403,1,77.89,77.89,1.0,1.0,1,440,fashion_male_clothing,salvador,BA,"O prazo de entrega foi de 28 dias. Chegou antes do prazo, mas demorou 3 semanas entre a compra e a chegada. "
22f0bc50f5efd661711736a4839dd09e,1,105.4,105.4,1.0,5.0,1,424,home_appliances,vila velha,ES,
22f15b9a5e5b4c1e07d1bd53774fc7ef,1,200.54000000000002,100.27000000000001,5.5,5.0,1,65,drinks,rio de janeiro,RJ,Muito bem embalado e dentro do prazo. | Muito bem embalado e dentro do prazo.
22f2ac2a52ef231ad6d14660da9054ee,1,57.51,57.51,1.0,5.0,1,50,fashion_bags_accessories,sao paulo,SP,Ótimo
22f31f20c4b5140c2a77e9ee93dc626d,1,88.52,88.52,1.0,2.0,1,369,market_place,cascavel,CE,"O produto veio com sinais de ferrugem, a bateria não carrega, não há gravação. Solicito a devolução do produto, e o pagamento devolvido."
22f40e2ad166e2b438ed6b61c9bd6cc3,1,434.73,434.73,1.0,4.0,1,16,health_beauty,guaruja,SP,Recebi o pedido no prazo e como esperado 
22f515194958da7a6206c5e71349d335,1,229.5,229.5,3.0,4.0,1,185,fashion_shoes,paragominas,PA,
22f5499bc63c8ebcacf51cf02585eb37,1,121.5,60.75,1.0,2.0,2,454,bed_bath_table,itu,SP,"Ola
recebi meu produto parcial, recebi a manta mais a bolinha NAO | Ola
recebi meu produto parcial, recebi a manta mais a bolinha NAO"
22f57535fac09db6887ddaaf1d76d703,1,55.91,55.91,1.0,5.0,1,257,food_drink,sao paulo,SP,
22f575d994d55dea0a6e8e42135cb4fb,1,135.17,135.17,13.0,3.0,1,431,bed_bath_table,curitiba,PR,"Estou devolvendo o produto, a cor destoa muito do ambiente em que seria colocado."
22f63e1a065edeea0b3c245bae439326,1,159.95,159.95,8.0,5.0,1,107,sports_leisure,piracicaba,SP,
22f6af8201369f9eb96592db3142b9c2,2,3220.48,402.56,1.0,3.0,1,196,garden_tools,capela,SE,
22f819c5ea4afb046ae8925e517a541d,1,17.77,17.77,1.0,4.0,1,189,housewares,sao paulo,SP,"Foi muito rápida e eficiente a entrega, porém ficaria mais satisfeito se entregasse tudo o que eu pedi de uma vez só."
22f845998f64187faf181b128bf035fb,1,842.7,421.35,10.0,5.0,1,287,computers_accessories,siqueira campos,PR,
22f991135d9f17735cabc8104f7657c9,1,229.79,229.79,1.0,5.0,1,476,cool_stuff,araripina,PE,
22f99be95869f65b00be5ee594b8b53c,1,237.54,237.54,8.0,5.0,1,121,cool_stuff,icara,SC,Recomendo!!! Sempre entregam antes do prazo! E chega tudo ok.
22fb407bc6b5b3a8a5cef3c164d46719,1,59.15,59.15,1.0,5.0,1,106,housewares,sao paulo,SP,
22fb6f5179c82d4ce4368c67c1705422,1,171.27,171.27,2.0,4.0,1,299,sports_leisure,caico,RN,
22fc23448fa5a8d3a334af11ee93625a,1,150.67,150.67,1.0,4.0,1,420,office_furniture,nilopolis,RJ,
22fc43805362081852900eab46ec116b,1,162.79,162.79,8.0,5.0,1,20,bed_bath_table,salvador,BA,
22fca38d04dfbc312a3f14bd5b033124,1,46.25,46.25,1.0,5.0,1,215,housewares,goiana,PE,
22fd1884325c81c96ff845702b141796,1,91.08,91.08,1.0,2.0,1,146,fashion_underwear_beach,sao jose dos campos,SP,
22ff8c0cd3d7471e6be7c4b5fea955c8,1,31.9,31.9,1.0,5.0,1,71,housewares,sao paulo,SP,
230061b6b7d06e99964e3d22c92ae0ad,1,97.43,97.43,4.0,5.0,1,28,art,varzea grande,MT,"Conforme vários comentários anteriores, o produto foi impresso em uma espécie de madeira de 2 mm, mas a imagem é viva e muito linda, vale a pena ter uma dessa na minha opinião, estou satisfeito."
23007cd60dbe169d8bcd7be94cc6f123,1,330.92,165.46,2.0,1.0,1,294,sports_leisure,olinda,PE,Comprei 02 lanternas e só me enviaram 01. Preciso saber como vai ficar agora? | Comprei 02 lanternas e só me enviaram 01. Preciso saber como vai ficar agora?
2300c47ec344f03c6015d53498c4e705,1,148.15,148.15,3.0,5.0,1,433,cool_stuff,nova iguacu,RJ,
2301c934d6e2b1b7674238c34060ac6a,1,84.6,84.6,4.0,2.0,1,451,musical_instruments,lauro de freitas,BA,
2302114645331312215fffbe07aab78a,1,70.59,70.59,1.0,4.0,1,6,computers_accessories,osasco,SP,
23040ee89b8e44fbb6241f46daafbe11,1,64.1,64.1,1.0,5.0,1,299,watches_gifts,bias fortes,MG,Relógio muito bom e foi entregue no prazo
2305772047db5a4a72a020bc1b759c61,1,165.8,165.8,3.0,5.0,1,125,sports_leisure,apucarana,PR,"Produto bom, e entrega antecipada. Parabéns."
2306533ed96be8166f935a6061c2ff01,1,68.59,68.59,3.0,4.0,1,470,furniture_decor,salvador,BA,
2307980125b4ba9d03e476bedc0caff7,1,26.0,26.0,1.0,5.0,1,381,furniture_decor,rio de janeiro,RJ,Bem feito e bom acabamento.
230a1e9f42924d41f37fd22a1d4a9707,1,69.46,69.46,1.0,5.0,1,34,costruction_tools_garden,santana de parnaiba,SP,
230a65fba33e85a897322154e8764185,1,31.77,31.77,3.0,3.0,1,383,health_beauty,sao paulo,SP,
230a8fc05acd222a46fac6d828022667,1,239.5,239.5,2.0,4.0,1,82,cool_stuff,lages,SC,"A tela da câmera não vem com nada protegendo, por isso chegou com alguns pequenos riscos, mesmo sendo NOVA. A bateria também dura pouco."
230b3fa73170f4c20af25503af1b2873,1,92.83,92.83,1.0,5.0,1,155,computers_accessories,sao paulo,SP,Não tive nenhum problema. 
230b4f507363554472ce5dc51568c948,1,47.62,47.62,1.0,4.0,1,195,consoles_games,jundiai,SP,
230b7f6050862e4d39911debaa3088ef,2,193.04,96.52,1.0,5.0,1,124,bed_bath_table,rio de janeiro,RJ,ptofuto muito confortávrl
230dc3250a924ee4ed6671d897396fea,1,219.19,219.19,1.0,1.0,1,467,bed_bath_table,sao joao da boa vista,SP,bom
230ebc94e875c79bf04984abbc45dbad,1,153.62,153.62,2.0,4.0,1,218,watches_gifts,porto alegre,RS,
230fedab42f7955784bc36ab58883f72,1,135.92,135.92,1.0,5.0,1,423,cool_stuff,pocinhos,PB,Gostei e recomendo
231010985fb56e04e784e26f6f9919cc,1,85.73,85.73,2.0,5.0,1,214,sports_leisure,rio de janeiro,RJ,
2310240226b0c994a8b38ce46370efc1,1,26.94,26.94,1.0,5.0,1,371,sports_leisure,osasco,SP,
2310a3f40884b2b439de161bde572a85,1,49.85,49.85,1.0,5.0,1,264,computers_accessories,ribeirao preto,SP,o
2310b292fda36af9943c3bebfb960d1e,1,123.49,123.49,1.0,5.0,1,74,art,rio de janeiro,RJ,otimo
2310e5d67dae3a782557dda6c58428b5,1,53.0,53.0,2.0,5.0,1,457,health_beauty,sao paulo,SP,
2311b108adb023be56ce88c35b66ddd1,1,821.04,410.52,8.0,3.0,2,300,baby,hortolandia,SP,
2312111a663c6fe21d6068e7fe2d9672,1,48.79,48.79,1.0,4.0,1,201,housewares,brasilia,DF,
23126b8fde71050ff51684890f8dff40,1,115.45,115.45,1.0,5.0,1,245,stationery,rio de janeiro,RJ,
2313a05d4b08ad58b737b4d9df881419,1,25.65,25.65,1.0,1.0,1,182,electronics,rio de janeiro,RJ,Comprei um controle remoto e passados quase trinta dias ainda não o recebi.
2313db670eeaca592808e42e480e7b80,1,24.79,24.79,1.0,1.0,1,127,electronics,sao paulo,SP," CONTROLE AQUARIOS DEVERIA LIGAR TODOS OS CONVERSORES AQUARIO, MAS, TENHO 2 TIPOS AQUI E NÃO FUNCIONOU EM NENHUM. PARA EVITAR TRANSTORNOS COMPREI UM CONVERSOR AQUARIO DTV 8000 NO baratheon E LIGOU."
23151925d6e7a877d623e57050696004,1,89.27,89.27,1.0,5.0,1,265,toys,sao paulo,SP,
23160a1a837a73b3fc048f8d37da60dc,1,61.43,61.43,1.0,1.0,1,171,cool_stuff,pote,MG,"Recebi o produto dentro do prazo, mas a balança estava oscilando demais o peso."
23166e3098740c2240fe5f187b5de215,1,115.35,115.35,1.0,5.0,1,395,furniture_decor,guarulhos,SP,"Recebi o produto bem antes da data prevista
Adorei essa compra."
2317da828e198cfb93c09d3593437fef,1,76.33,76.33,7.0,5.0,1,85,garden_tools,santa maria,RS,
23185cfa67fd0ae69594ed8f9abbb4c7,1,218.45,218.45,1.0,1.0,1,182,watches_gifts,sao paulo,SP,"produto ainda não foi entregue, depois de dias da compra.
Péssima loja."
2318e0ee6ae8184c5d4aebf3ad338203,1,131.26,131.26,4.0,5.0,1,251,housewares,guarulhos,SP,
231a0b20227b9d5b4967016e775415d6,1,41.0,41.0,1.0,5.0,1,376,sports_leisure,santa maria,RS,
231affe4b855d6636825f11617b621dd,1,48.22,48.22,1.0,3.0,1,137,telephony,borda da mata,MG,A PELICULA ANUNCIADA É DE VIDRO E VEIO DE SILICONED
231b15fc7a2d0b20ec277816e0385cda,1,80.77,80.77,4.0,5.0,1,526,bed_bath_table,sao paulo,SP,
231b63b9780f442e2275d63ac0d5f49a,1,28.08,28.08,2.0,5.0,1,476,telephony,rio de janeiro,RJ,-Entrega rápida
231bc8f59c8ade5c0851bde1dac22bcd,1,45.01,45.01,2.0,1.0,1,423,bed_bath_table,araruama,RJ,Entregue na data prevista. 
231d36f5c4b238c26f449ffd98c79180,2,1529.2600000000002,764.6300000000001,2.5,5.0,2,113,cine_photo,morro da fumaca,SC,
231d7c4162f5f1fb24a3066d21f6bd67,1,27.68,27.68,1.0,2.0,1,292,audio,sao paulo,SP,ok
231df0e1c76273482dae9ce4f88ca08b,1,146.4,73.2,1.0,1.0,1,177,sports_leisure,sao caetano do sul,SP,Ainda estou na espera do produto | Ainda estou na espera do produto
231f014204b57abc6740df8002968e08,1,166.29,166.29,2.0,1.0,1,187,sports_leisure,santana do jacare,MG,
231fb63f9dc7482c7016020ef322b011,1,58.41,58.41,1.0,5.0,1,693,computers_accessories,londrina,PR,Tudo dentro do combinado
231fb8431f2fdf470021e8c4c373a4de,1,61.78,30.89,1.0,5.0,1,364,housewares,barra do garcas,MT,"muito bom ,entregue no prazo. Estou satisfeita!!! | muito bom ,entregue no prazo. Estou satisfeita!!!"
231fcf428ed66306db04f1dfecb1c14f,1,188.34,188.34,5.0,5.0,1,233,consoles_games,florianopolis,SC,
232007f7d8c26eb8d7daaacb46501783,2,695.68,115.94666666666666,1.0,5.0,1,235,bed_bath_table,porto alegre,RS,Tudo de bom.  | Gostei do produto.  | Tudo de bom.  | Gostei do produto.  | Tudo de bom.  | Gostei do produto. 
232108769b54310413984f29c3c8011a,1,112.02,112.02,1.0,2.0,1,116,art,sao paulo,SP,"Recebi o produto certinho, mas quero o reembolso do frete pois eu paguei e tive que ir buscar no correio.
Gastei gasolina e ainda paguei o frete, sacanagem"
2321935a5503ae66d938d4d29760b326,1,92.08,92.08,5.0,3.0,1,109,watches_gifts,jaguaribe,CE,
232276aa4684c636f797f7990389f660,1,247.32,247.32,10.0,1.0,1,380,garden_tools,bom jesus dos perdoes,SP,Não recebi o produto que comprei e paguei. 
23228c19192d79bc2a1d082d2f3f4cab,1,70.12,70.12,7.0,1.0,1,184,watches_gifts,general carneiro,PR,Eu não recebi meu preduto. Estou aguardando.
23230b975a6783fb7bb5678d90520855,1,649.96,324.98,10.0,1.0,1,105,perfumery,niteroi,RJ,
23232864613fb71723681fad02339cf4,1,148.06,148.06,1.0,3.0,1,267,auto,londrina,PR,"Comprei um kit com 4 peças, mas só entregaram duas está faltando duas, quando entregarem o restante aí eu recomendo o site "
2323dd46ef58a7ca6c4785a4e83224b2,1,66.78,66.78,1.0,5.0,1,233,fashion_bags_accessories,sao bernardo do campo,SP,
2323ee19bc3910dcf3b901dde33754de,1,358.83,358.83,8.0,4.0,1,323,watches_gifts,sao vicente,SP,
232422c2db1f7c69daf3b0f0421ebb43,1,201.96,201.96,5.0,5.0,1,100,watches_gifts,arace,ES,
232446d0f746e3bd076d1072135e941f,1,137.6,137.6,8.0,2.0,0,275,,florianopolis,SC,
23251e835cf26f5171a896b505025a01,1,32.0,32.0,3.0,5.0,1,317,auto,belo horizonte,MG,
23262017537d6c2a2b671983cc5b5d81,1,76.17,76.17,2.0,4.0,1,308,bed_bath_table,belo horizonte,MG,"Mosquiteiro bom. Na foto não parecia ter elástico e tem. Precisa encaixar ao redor da cama, senão ele se junta todo no meio. Tamanho é grande pra cama de solteiro. Casal mais caro e mesmo tamanho."
23274031486adbc793cecf0458dd431b,1,306.23,306.23,1.0,5.0,1,375,baby,sorocaba,SP,
2327a30321a58fea769d06b849a7fea4,1,63.62,63.62,6.0,5.0,1,475,telephony,pacaja,PA,Produto dentro das minhas expectativas. Perfeito.
2327fab9d71e77c65ed8a2bab5c2b258,1,95.42,95.42,1.0,1.0,1,219,sports_leisure,manaus,AM,BOA TARDE! ACABEI RECEBENDO UM PRODUTO CUJA A COMPRA JÁ HAVIA SIDO CANCELADA. AGORA SOLICITO INSTRUÇÕES PARA DEVOLVE-LO. JÁ ENVIEI TRÊS E-MAILS PARA O ATENDIMENTO AO CLIENTE E ATÉ AGORA SEM RETORNO. 
23280ccfac94b7bc3fb94ae94adbca26,1,337.51,337.51,8.0,3.0,1,264,housewares,sao luis,MA,"'produto bom, só chegou com atraso."
2329201bd8c3ed28729e118c40b67ffc,1,38.98,38.98,1.0,5.0,1,555,auto,porto alegre,RS,Era o que eu queria.
2329b7c91ba3245168286403db9876d3,1,233.63,233.63,1.0,3.0,1,536,office_furniture,aracaju,SE,"O produto é muito inferior ao que demonstra na foto. Parece as fotos do Mc Donald's. na foto um enorme lanche na mesa pequeno.
lannister deveria analisar os produtos antes de vender."
2329e176e6fa26919d55839e0421906f,1,208.09,208.09,1.0,5.0,1,33,auto,porto uniao,SC,
232ab927edc46e5a920d68fe7cb545c0,1,187.43,187.43,10.0,3.0,1,219,housewares,videira,SC,
232ba4a9caae27b4e186c99cddcb6383,1,41.96,41.96,1.0,3.0,1,120,electronics,rio das ostras,RJ,
232c4dd029ef4bd4de1a95aacdf59550,1,66.07,66.07,1.0,5.0,1,65,construction_tools_construction,sao jose dos pinhais,PR,
232d84a34f662a373cf033d7080b3ea8,1,305.69,305.69,5.0,5.0,1,522,auto,jequie,BA,otima loja 
232e0b420b111079c60c3ef53c735dd9,1,65.74,65.74,1.0,5.0,1,51,electronics,barbalha,CE,
232e3f357bb1feb6975e76a334813259,1,484.44,242.22,8.0,4.0,1,299,bed_bath_table,cruz das almas,BA,
232ed142b4efa7b998358c405e9343da,1,89.86,89.86,1.0,5.0,1,105,bed_bath_table,taboao da serra,SP,"Recebi a mercadoria, a capa protetora veio dentro das medidas que comprei ótimo acabamento e se ajustou bem ao meu sofá. Excelente produto para proteção do seu sofá."
23302f675d6d188a3f0042938e2069e2,1,59.43,59.43,5.0,3.0,1,121,bed_bath_table,sao paulo,SP,
2331568af5875de3823047945ca24f83,1,339.45,339.45,10.0,5.0,1,487,luggage_accessories,porto alegre,RS,"Muito bom a entrega , super rápido !! Dentro do prazo é bem antes !! "
233182a47c04289c82c046a458f46d56,1,144.75,48.25,1.0,4.0,1,401,cool_stuff,sao caetano do sul,SP,
2331fc58970dd3da84b76949f81960cc,1,44.09,44.09,1.0,5.0,1,217,telephony,porto alegre,RS,
2332ad18bcdd2763999ec846fe8020fa,1,25.87,25.87,1.0,5.0,1,140,sports_leisure,suzano,SP,
2333828ee788c93301aba0c40bc79a39,1,1059.08,529.54,8.0,4.0,1,147,health_beauty,natividade,RJ,
23339103d82a054f9729b0554ce22e8c,3,243.89,81.29666666666667,1.0,5.0,1,74,home_appliances,bastos,SP,
2333aaab5194813686b0f3971a4615db,1,20.38,10.19,1.0,5.0,0,64,,jundiai,SP,Pelo preço a qualidade é boa e chegou dentro do prazo. | Pelo preço a qualidade é boa e chegou dentro do prazo.
